,Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,column10
757,Indusface,2004.0,,IT,It provides IT security solutions,"Venkatesh Sundar, Nandini Tandon",Tata Capital Growth Fund II,5000000.0,,
758,DMI Group,2008.0,Delhi,Financial Services,Pan-India Credit providing platform,"Shivashish Chatterjee, Yuvraja Singh",NXC Corporation,123000000.0,,
759,Spintly,2017.0,Goa,IoT,It is a wireless cloud-based access control system,"Rohin Parkar, Malcolm Dsouza",Saltwater Venture Sparks,248000.0,Pre series A,
760,Credr,2014.0,Mumbai,Automobile,A marketplace to buy and sell used bikes and scooters,Mittal,Stride Ventures,,,
761,Bijak,,Gurugram,Agritech,"It is a platform that gives agricultural commodity at better prices, increased working capital, and optimised logistics","Nukul Upadhye, Mahesh Jakhotia, Jitender Bedwal, Daya Rai, Nikhil Tripathi",RTP Global,12000000.0,Series A,
762,Bugworks,2014.0,Bangalore,Biopharma,A drug discovery company that aims to discover novel treatment options for resistant bacterial infections,Anand Anandkumar,"University of Tokyo Edge Capital, Global Brain Corporation",7500000.0,,
763,DrinkPrime,,Bangalore,,Water purifier subscription service,"Manas Ranjan Hota, Vijender Reddy","Abhishek Goyal, Bharat Jaisinghani, FirstCheque",,Seed Round,
764,Yap,,Chennai,Fintech,Banking and payment products-focused API platform,"Madhusudanan R, Muthukumar and Prabhu",BeeNext,4500000.0,Series A,
765,UzhavarBumi,2017.0,Tamil Nadu,Dairy,Provides fresh dairy products,"Vetrivel Palani, Paneerselvam",Angel Network,,,
766,Tattva,2018.0,Delhi,Beauty & wellness,Sells its organic and beauty products via marketplace,"Megha Wadhwa, Karnesh Mahendru","Sukhbir Singh, Rakhee Singal",150000.0,,
767,Pariksha,2015.0,Pune,Edtech,Platform for vernacular test-preparation,"Karanvir Singh, Utkarsh Bagri, Vikram Shekhawat, Deepak Choudhary","INSEAD Angels, IIT Kanpur Angels, Sixth Sense Ventures, Saahil Bhatia",,Pre series A,
768,DailyHunt,,,Media,News aggregator,Virendra Gupta,"Bytedance, Falcon Edge, Goldman Sachs, Advent Management",24000000.0,,
769,NoBroker,2014.0,Bangalore,Real Estate,Online real estate rental startup,"Amit Kumar Agarwal, Akhil Gupta, Saurabh Garg",General Atlantic,30000000.0,,
770,Box8,2011.0,Mumbai,Foodtech,Enables to order food online,"Amit Raj, Anshul Gupta","IIFL Seed Ventures Fund, Menlo park",4000000.0,,
771,Capital Float,2013.0,Bangalore,Fintech,Online platform that provides working capital finance to SMEs,"Gaurav Hinduja, Sashank Rishyasringa","Ribbit Capital, SAIF Partners, Sequoia Capital India, Amazon",15000000.0,,
772,ITILITE,,Bangalore,Travel & SaaS,Platform for business travel,"Mayank Kukreja, Anish Khadiya","Greenoaks Capital, Vy Capital. Matrix Partners India",13000000.0,Series B,
773,Morning Context,,,Digital Media,A subscription-only digital media publisher,,Angel investors,,Seed Round,
774,Aavenir,2019.0,Ahmedabad,SaaS,Source-to-Pay Software,Ashish Bhandari,Accel,2000000.0,Seed Round,
775,Savvy Co op,,,Healthcare,It connects patients with healthcare companies,Jen Horonjeff,Indie VC,,,
776,BLive,2018.0,,Tourism & EV,"It offers experiential, guided tours on smart electric bikes","Samarth Kholkar, Sandeep Mukherjee",Mumbai Angels Network,,Pre series A,
777,Yellow Messenger,,Bangalore,AI,It offers conversational chatbots,Raghavendra Kumar Ravinutala,"Lightspeed Venture Partners, Lightspeed India Partners.",20000000.0,Series B,
778,Toch,,,Media Tech,AI based Video object detection and Tagging platform,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",Inflection Point Ventures,400000.0,,
779,Ewar,,Bangalore,Gaming,E-sports and real-time gaming startup,"Parth Chadha, Rahul Singh","Jindal Steels, Jeet Banerjee",200000.0,,
780,Setu,,,Fintech,"Offers open APIs across four categories: bills, savings, credit, and payments.","Sahil Kini, Nikhil Kumar","Lightspeed Venture, Falcon Edge, Bharat Inclusive Technologies Seed Fund.",14259000.0,Series A,
781,Wellthy Therapeutics,,Bangalore,Healthtech,It offers a digital therapeutics service,Abhishek Shah,Saama Capital,4000000.0,Pre series A,
782,Power Gummies,2018.0,Delhi,Health,Offers health supplements related gummies,Divij Bajaj,Venture Catalysts,,,
783,Locale ai,2019.0,Bangalore,Location Analytics,It helps companies with moving assets  increase revenues and demand using real time location data and analytics,"Rishabh Jain, Aditi Sinha",Better Capital,,,
784,FarEye,,Delhi,Logistics,"It enables businesses to execute, track, predict and oprimize the movements of goods","Gaurav Srivastava, Gautam Kumar, Kushal Nahata","M12, Honeywell venture capital, Eight Roads Venture",24500000.0,Series D,
785,Rebel Foods,,,Food tech,It runs internet kitchen,"Jaydeep Barman, Kallol Bannerjee",Coatue Management,50000000.0,,
786,BankBazaar,2008.0,Chennai,Fintech,Online marketplace that gives customers instant customised offers on loans and credit cards,"Adhil Shetty, Arjun Shetty, Rati Shetty,","Amazon, Sequoia, Walden SKT Venture Fund",3800000.0,Series D,
787,Porter,2014.0,Mumbai,Logistics,Logistics and fleet management,"Pranav Goel, Uttam Digga",Lightstone Global Funds,18370000.0,Series D,
788,SugarBox,,Mumbai,Tech,Hyperlocal data distribution platform,Rohit Paranjpe,Zee Entertainment Enterprises Limited,68525000.0,,
789,Capital Float,2013.0,Bangalore,Fintech,Online platform that provides working capital finance to SMEs,"Gaurav Hinduja, Sashank Rishyasringa","Amazon Inc`, Dinesh J Hinduja",4800000.0,Series F,
790,Big Basket,,Bangalore,E store,Online grocery store,"Abhinay Choudhari, Hari Menon, Vipul Parekh, VS Sudhakar",Alibaba Holdings,60000000.0,,
791,Amica,,,Fintech,Neobanking startup,Jitendra Gupta,"Hummingbird Ventures, Bedrock Capital",2000000.0,,
792,Vedantu,,Bangalore,Edtech,Onine learning platform,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Legend Capital,12500000.0,Series C,
793,Fingerlix,2016.0,,Food,"It provides ready-to-cook products such as batters, mixes, curries, dals, parathas etc.,","Shrikrishna Bharambe, Shripad Nadkarni, Varun Khanna, Abhijit Berde","Accel, Zephyr Peacock, Swiggy, RB Investments.",1834000.0,,
794,Plop,,Mumbai,Tech,It Provides an interactive fiction entertainment platform to entertain & educate Gen Z & Millennials in a language they understand,"Vineet Shetty, Anushka Shetty","Better Capital, LetsVenture, Rohit Chanana, Jayant Kadambi, Sunil Kumar Singhvi",,Angel Round,
795,Zupee,2018.0,,Gaming,It runs live quiz tournaments on its app.,"Malhi, Siddhant Saurabh",Matrix Partners,8000000.0,Series A,
796,DeHaat,2012.0,,Agritech,Online marketplace for farming services and products,Shashank Kumar,Sequoia Capital India,12000000.0,Series A,
797,Lido Learning,,Mumbai,Edtech,Online teaching service,Sahil Sheth,Bace Capital,7500000.0,Series B,
798,Aye Finance,2014.0,Gurugram,Fintech,A finance lender to SMEs,"Vikram Jetley, Sanjay Sharma",Undisclosed,23850000.0,,
799,Swiggy,2014.0,Bangalore,Foodtech,Platform to order food online from restaurants and getting it delievered,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini","Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets",43000000.0,Series A,
800,Akna Medical,2018.0,,Healthtech,Provides supply solutions for surgical and pharmaceutical products.,"Saurabh Pandey, Mahadevan Narayanamoni",LGT Lightstone Aspada,7000000.0,,
801,Zomato,,Gurugram,Foodtech,Online food delivery and restaurant discovery platform,Deepinder Goyal,Pacific Horizon,5000000.0,,
802,RaRa Delivery,,,Logistics,Provides same day delivery service for ecommerce businesses,Karan Bhardwaj,"Der Shing Lim, 500 startups",800000.0,Seed Round,
803,JusPay,,Bangalore,Fintech,Online payment solutions,Vimal Kumar,Vostok Emerging Finance,21600000.0,Series B,
804,Obviously AI,2018.0,,Data Science,It provides predictive insights to clients by leveraging their data,"Tapojit Debnath, Nirman Dave",Arka Venture Labs,,,
805,Fingpay,2016.0,Mumbai,Fintech,Provides payment solutions,"Pratyush Halen, Anuraag Agrawal",IvyCap Ventures,3500000.0,Series A,
806,Recko,2017.0,Bangalore,SaaS,The platform enables AI-powered reconciliation of digital transactions,"Prashant Border, Saurya Prakash Sinha",Vertex Ventures,6000000.0,Series A,
807,Furlenco,2012.0,Bangalore,Ecommerce,Furniture rental startup,Ajith Mohan Karimpana,"Chowdry Associates, Lightbox",10000000.0,,
808,Mera Cashier,2019.0,Noida,Fintech,App meant for small and micro businessmen to manage their transactions digitally,"Suneel Kumar, Gaurav Tomar, Sucharita Redd","Sukhbir Singh, India Accelerator, Boudhik Ventures, Shankar Nath, Shaurya Garg",150000.0,,
809,Kitchens Centre,2019.0,Delhi,,Offers solutions to cloud kitchens by providing commercial space and kitchen infrastructure to assisting with branding and other services,Lakshay Jain,AngelList India,500000.0,Seed Round,
810,Camp K12,,Gurugram,Edtech,It connects students with tutors online,"Anshul Bhagi, Sandeep Bhagi","Matrix Partners, SAIF Partners",4000000.0,Seed Round,
811,MedGenome,2013.0,Bangalore,Healthtech,Genetic diagnostic testing company,Sam Santhosh,LeapFrog Investments,55000000.0,Series D,
812,Ergos,,Bangalore,Agritech,It enables farmers to digitise their foodgrain and also provide access to supply chain solutions,"Kishor Jha, Praveen Kumar",Aavishkar Capital,4598000.0,,
813,Nykaa,2012.0,Mumbai,Ecommerce,Deals in cosmetic and wellness products,Falguni Nayar,Steadview capital,13137000.0,,
814,Samadhan,2018.0,Delhi,Insurance,They help find solutions to insurance related issues,"Deepak Bhuvneshwari Uniyal, Shilpa Arora, Shailesh Kumar, Sanjay Aggarwal",Venture Catalysts,,Seed Round,
815,SaScan,,Bangalore,Healthcare,Cancer diagnostics startup,Subhash Narayanan,Unicorn India ventures,,,
816,Lido Learning,,Mumbai,Edtech,Online teaching service,Sahil Sheth,"Pecus Capital, Madhur Deora",3000000.0,,
817,CureFit,2016.0,Bangalore,Health and Fitness,"Integrated platform for food, fitness and meditation.","Mukesh Bansal, Ankit Nagori",Temasek,115000000.0,Series D,
818,Nimesa,2018.0,Bangalore,SaaS,Cloud data managemnt solutions enterprise,"Tapesh Goyal, Rajesh Vaidhyanathan",Ideaspring capital,,,
819,Design X,,Noida,IoT,Builds IoT based products,Preet Arjun Singh,ThinkNext LLC,200000.0,Seed Round,
820,Driftly Electric,,Bangalore,Automobile,Electric vehicle startup,Sneha Roy,MG Motor India,,,
821,Imstrong,2019.0,Bangalore,Fitness,It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,"Dilip Kumar, Selvan Thamarai, Deepti Nair",Rainmatter,400000.0,Seed Round,
822,Craftsvilla,,Mumbai,Marketplace,Online marketplace for ethnic wear,Monica Gupta. Manoj Gupta,Supera Investments,3900000.0,,
823,Rupifi,2020.0,Bangalore,Fintech,Offers financial products for SMEs,"Anubhav Jain, Ankit Singh, Jawaid Iqbal","Ashneer Grover, Kunal Shah, Ramakant Sharma",,Pre seed round,
824,SnackAmor,,Mumbai,Food,It offers various healthy snacks,Deepak Grover,Undisclosed,,Seed Round,
825,Zealthy,2019.0,Bangalore,Healthtech,"It connects women to healthproviders for specialities like infertility, maternity etc.,","Rishi Malhotra, Akhil Gupta","KYT Ventures, First Cheque, AngelList",,Seed Round,
826,CoinDCX,,,Fintech,A cryptocurrency trading platform,Sumit Gupta,"Polychain Capital, Bain Capital Ventures, HDR Group",3000000.0,Series A,
827,NuNu TV,,,Media,Kids-focussed Youtube channel,,Risers Accelerators,670000.0,,
828,QTalk,,Bangalore,Technology,Smart Phone Dialer,"Sagar Modi, Advaith Vishwanath","Accel India, Lightspeed Venture Partners",1600000.0,Seed Round,
829,Shadez,2018.0,Mumbai,Interior & decor,Paint Company,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures,100000.0,Seed Round,
830,Excess2Sell,,Mumbai,Ecommerce,B2B Marketplace for Overstock & Surplus Inventory,Rajan Sharma,Gautham Madhavan,1000000.0,,
831,Stanplus,2016.0,Hyderabad,Healthtech,Ambulance service,Prabhdeep Singh,Pegasus FinInvest,1500000.0,Pre series A,
832,Pitstop,,Bangalore,Automobile,Doorstep car service,Mihir Mohan mishra,TPG-backed Group Landmark,2500000.0,Series A,
833,Univariety,2015.0,Hyderabad,Edtech,Online marketplace that provides career counselling and college guidance,Jaideep Gupta,Info Edge,1100000.0,,
834,Peel Works,2010.0,Mumbai,SaaS,E-commerce for corner/retail stores.,"Sachin Chhabra, Nidhi Ramachandran",CESC Ventures,,"Series C, D",
835,CoreStack,2016.0,Chennai,Technology,Enterprise cloud governance technology startup,"Ezhilarasan Natarajan, Sabapathy Arumugam, Krishnakumar Narayanan, Thiruvalluvar NB",Naya Ventures,8500000.0,Series A,
836,Vivriti Capital,2017.0,Chennai,Fintech,Digital lending startup,"Gaurav Kumar, Vineet Sukumar",LGT Lightstone Aspada,50000000.0,Series B,
837,Agnikul,,Chennai,Spacetech,"It designs, fabricates, tests and launch orbital class launch vehicles",Srinath Ravichandran,pi Ventures,3148000.0,Pre series A,
838,Fintso,2020.0,,Fintech,Wealth management platform,"George Mitra, Rajan Pathak","Rajeev Juneja, Pratul Shroff, Dilip Khandelwal, Piyush Gupta",2600000.0,,
839,Khatabook,,Bangalore,Fintech,It helps SMEs to maintain their accounts and ledger online.,Ravish Naresh,Mahendra Singh Dhoni,,,
840,Smart Coin,2015.0,,Fintech,Consumer lending startup,"Amit Chandel, Rohit Garg, Vinay Kumar, Jayant Upadhyay",LGT LightstoneAspada,7000000.0,Series A,
841,ZunRoof,2016.0,Gurugram,Cleantech,"It specialises in solar rooftop design, installation, and management using technology","Pranesh Chaudhary, Sushant Sachan",Godrej Investments,3000000.0,Series A,
842,Shop101,2015.0,,Social e-commerce,Enables entrepreneurs to sell online,"Abhinav Jain, Aditya Gupta","Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital",3900000.0,Series C,
843,OM Bhakti,,Bangalore,FMCG,A puja cotton-wicks manufacturing startup,"Sridhar Joshi, Prashant Kulkarni",Venture Catalysts,,Seed Round,
844,Lal10,2016.0,Uttar Pradesh,B2B,It helps Indian artisans and SMEs reach out to global retailers,"Maneet Gohil, Sanchit Govil, Albin Jose",Sorenson Impact,1100000.0,,
845,Anaxee Digital Runner,2016.0,Indore,Tech,A tech-enabled ID verification and data collection startup,"Govind Agrawal, Arti Agrawal",Orios Venture Partners,,,
846,CollegeKhabri,2019.0,Bhopal,Edtech,Platform is an end-to-end college and career counselling platform for students,Arshi Khan,Vishal Dixit,,,
847,Ola Electric,,Bangalore,eMobility,Electric vehicle,"Ankit Jain, Anand Shah",Pawan Munjal Family Trust Fund,1000000.0,,
848,Multi Living,,Mumbai,Real Estate,"It curates apartments from the homeowners, performs the quality check and offers the homes with built-in services to the potential tenants",Pankaj Singh,Lodha Ventures,6000000.0,,
849,FamPay,,Bangalore,Fintech,"It allows parents to send money to their kids below the age of 18, which they can spend securely under parent supervision.",Kush Taneja,"Y Combinator, Venture Highway, Sequoia India, Global Founders Capital",4700000.0,Seed Round,
850,UnboxRobotics Labs,,Bangalore,Automation tech,Automated flexible parcel sorting solutions for logistics providers,Pramod Ghadge,"Arali Ventures, CIIE.CO",500000.0,Seed Round,
851,Karbon Card,,Bangalore,Fintech,Specialisde corporate cards for startups,"Pei-fu Hsieh, Amit Jangir","Kunal Shah, Amrish Rau, Jitendra Gupta",2000000.0,Seed Round,
852,Airmeet,,Bangalore,Media & Networking,"A platform to host, discover, and attend fully remote events like conferences and professional meet-ups","Lalit Mangal, Vinay Jaasti, Manoj Singh",Accel India,3000000.0,,
853,Innerchef,,Gurgaon,Foodtech,Cloud kitchen platform,Rajesh,Mistletoe,1000000.0,,
854,Epigamia,2015.0,Mumbai,FMCG,Flavoured and greek yoghurt brand,Rohan Mirchandani,KA Enterprise,,Series C,
855,StyleNook,,Mumbai,Ecommerce,Marketplace for fashionable apparel,Lathika Pai,"Lead Angels Network, Stanford Angels",,,
856,Callido Learning,,Mumbai,Edtech,Provides a structured educational approach to critical thinking and problem solving skills,Sriram Subramanian,Education Catalyst Fund,,,
857,Soxytoes,,Delhi,Ecommerce,Online store to buy various types of socks including funky and colorful socks,"Vidushi Kajaria, Aayush Goenka",Angel network,,,
858,F5,2018.0,Delhi,E-market,Retail Aggregator,"Raghav Arora, Lalit Kumar Aggarwal",LetsVenture investors,,Seed Round,
859,Paper Boat,2013.0,Bangalore,Food & Beverages,Ecommerce platform for beverages and snacks,"Neeraj Kakkar, James Nutall, Suhas Misra, Neeraj Biyani","Advent Management, A91 Emerging Fund, Trifecta Venture",4049500.0,,
860,Strata,2019.0,Bangalore,Proptech,Real estate investment platform,"Sudarshan Lodha, Priyanka Rathore","SAIF Partners, Mayfield India",1500000.0,Seed Round,
861,Salesken,,Bangalore,AI & Data science,Provides sales professionals with intelligence on various aspects of the sales pitch,"Sreeraman Vaidyanathan, Surga Thilakan",Sequoia India,8000000.0,Series A,
862,Arya,,Noida,Agritech,Provides post-harvest services across the agricultural value chain,Prasanna Rao,LGT Lightstone Aspada,6000000.0,Series B,
863,Leap Finance,,Bangalore,Fintech,Provides education loans to students based on the student’s future income,"Vaibhav Singh, Arnav Kumar",Sequoia India,5500000.0,,
864,Sleepy Owl,2016.0,Delhi,Beverages,"It sells ready to drink cold brew coffees, brew boxes and packs.","Ajai Thandi, Arman Sood, Ashwajeet Singh",Rukam Capital,,,
865,Tricog,2015.0,Bangalore,Healthtech,Provides virtual cardiology services through its AI-powered healthcare platforms,"Charit Bhograj, Zainul Charbiwala, Udayan Dasgupta, Abhinav Gujjar","UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund",10500000.0,Series B,
866,GogoBus,,Delhi,Travel tech,Inter-City Mobility Startup,Amit Gupta,Ixigo,,,
867,Trell,2016.0,Bangalore,Social e-commerce,Allows users to share their travel experiences,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth","Sequoia’s Surge, Fosun RZ",4000000.0,Pre series A,
868,Spaciya Consultants,,Noida,Real Estate,Real estate consultancy firms,Ajit Panda,Alok Garg,500000.0,Pre series A,
869,Bounce,2014.0,Bangalore,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju, Arun Agni",InnoVen Capital,6500000.0,,
870,Neeman,2017.0,,Ecommerce,An eco-conscious footwear brand making comfortable shoes using Merino Wool,"Taran Chhabra, Amar Preet Singh",Anicut Angel Fund,1000000.0,Pre series A,
871,Chqbook,2017.0,Gurugram,Fintech,"Marketplace for small business owners, offering them products around lending, credit cards etc","Vipul Sharma, Rajat Kumar, Sachin Arora, Mohit Goel",Aavishkaar Capital,5000000.0,Series A,
872,SMEcorner,2014.0,Mumbai,Fintech,Financial lending firm to SMEs,"Bhatia, Sneha Shah",Paragon Partners,30000000.0,Series B,
873,Oda Class,,Bangalore,Edtech,"It offers content and material via video, adopting a dual-teacher model with IIT and NIT alumni","Li Yong, Shushant Srivastava",Yuanfudao,,Pre series A,
874,Spinny,2015.0,Haryana,E-tail,Used car retailing platform,"Niraj Singh, Mohit Gupta, Ramanshu Mahuar","Nandan Nilekani, Sanjeev Aggarwal",43700000.0,Series B,
875,goStops,2012.0,Delhi,Accomodation,A premium chain of youth hostels catering to the millennials,"Pallavi Agarwal, Pankaj Parwanda",Atraxn Partners.,,,
876,Umeed Housing,,Haryana,Fintech,Housing finance company,Ashutosh Sharma,Morgan Stanley Private Equity Asia,23000000.0,Series D,
877,Vogo,2016.0,Bangalore,Automotive,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,20000000.0,Series C,
878,Flick Stree,,Mumbai,AI & Media,Artificial intelligence-based video publishing network,Saurabh Singh,Samsung Venture Investment,3000000.0,Series A,
879,Qure ai,2016.0,Mumbai,Healthtech,Provides interpretations of radiology scans,"Prashant Warier, Pooja Rao",Sequoia India,16000000.0,,
880,MinionLabs,,Bangalore,Machine Learning,It leverages a Machine Learning-based approach to generate a comprehensive report on predictive analytics,Gokul Shrinivas,Indian Angel Network,,,
881,Josh Talks,2015.0,Haryana,Media,Community of young individuals providing a platform to showcase their stories,"Supriya Paul, Shobhit Banga",Media Development Investment Fund,1500000.0,Pre series A,
882,PhoneParLoan,2015.0,Delhi,Fintech,Provides easy loans,Ringaile Noq,Accelerator MOX,,,
883,RailYatri,2011.0,Noida,Travel,A complete Indian railways app,"Manish Rathi, Kapil Raizada, Sachin Saxena","Nandan Nilekani, Samsung Venture Investment Corporation",13800000.0,,
884,AjnaLens,2014.0,Thane,Deeptech,"It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence","Pankaj Raut, Abhishek Tomar, Abhijit Patil","Maharashtra Defence, Aerospace Venture Fund (MDAVF)",1500000.0,Pre series A,
885,Pepper,2017.0,Mumbai,Content Marktplace,End to end content creation platform,Anirudh Singla and Rishabh Shekhar,"Kunal Bahl, Rohit Bansal",306900.0,Seed funding,
886,Rupeek,2015.0,Bangalore,Fintech,An asset backed online lending platform,"Amar Prabhu, Ashwin Soni, Sumit Maniyar","GGV Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners",30000000.0,,
887,iMerit,2012.0,Kolkata,IT,Turns information into data that is usable for machine learning processes,Radha Basu,CDC Group Plc,20000000.0,Series B,
888,BharatPe,2018.0,Delhi,Fintech,Digital payments platform,Ashneer Grover,Ribbit Capital,75000000.0,Series C,
889,Invideo,,,Visual Media,Video production and editing platform,Sanket Shah,Sequoia Capital’s Surge,2500000.0,,
890,AvalonMeta,2017.0,,Edtech,It combines higher education and competitive gaming,"Varun Mayya, Shashank Udupa, Abhinav Arora",Peerplays,420000.0,,
891,Near Store,,Mumbai,Ecommerce,Enables a shop to create an online presence,,Sauce.vc,300000.0,Seed Round,
892,ElecTorq,,Delhi,Automobile,Electric vehicle startup,Anubhav Sharma,AdvantEdge,,,
893,Prayaan Capital,,Chennai,Fintech,"NBFC that lends to micro, small, and medium-sized enterprises (MSMEs)","Madhan Mohan , Akash Chelvam",Accion Venture Lab,1200000.0,Seed Round,
894,Sanfe,,Delhi,Hygiene,Women health care and wellness product,"Archit Agarwal, Harry Sehrawat","SucSEED Venture Partners, BIRAC, Elixir Pharma, Titan Capital",1100000.0,Pre series A,
895,Go Desi,2018.0,Delhi,Foodtech,Provides traditional delicacies,Vinay Kothari,Rukam Capital,627300.0,Seed Round,
896,Swiggy,2014.0,Bangalore,Foodtech,Platform to order food online from restaurants and getting it delievered,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini",Prosus N.V,113000000.0,Series A,
897,Whatfix,2014.0,Banglore,SaaS,"Digital adoption platform that helps companies provide intuitive onboarding, training and support","Khadim Batti, Vara Kumar",Sequoia Capital India,32000000.0,Series C,
898,Unacademy,2010.0,Bangalore,Edtech,Platform that offers online education in India,"Gaurav Munjal, Roman Saini, Hemesh Singh","Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",110000000.0,Series E,
899,Zvesta,2015.0,Gurugram,Proptech,An online platform where users can search and buy properties listed by developers and brokers,"Rajan Dang, Anushree Srivastava",Hindustan Media Ventures,5500000.0,,
900,Dunzo,2014.0,Bangalore,Logistics,India-based hyperlocal delivery startup,Kabeer Biswas,Alteria Capital,11000000.0,,
901,Digit Insurance,,Bangalore,Insurtech,General Insurance Company,Kamesh Goyal,"Virat Kohli, Anushka Sharma",340000.0,,
902,Yolo,2019.0,Gurugram,Transport,Intercity transportation,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Seed funding,
903,SmartVizX,2015.0,,VR & SaaS,It developed India’s first VR-based design communication and collaboration product Trezi,"Tithi Tewari, Gautam Tewari",Rockstud Capital,1397000.0,Pre series A,
904,MaxWholesale,2016.0,Delhi,Ecommerce,B2B ecommerce platform for kirana stores,Samarth Agrawal,"IAN Fund-I,  Al Falaj Investment Company (AFI)",3000000.0,Series A,
905,Carbon Clean,2009.0,,Cleantech,Develops affordable carbon capture technology,"Aniruddha Sharma, Prateek Bumb","WAVE Equity Partners, Chevron Technology Ventures, Marubeni Corporation.",16000000.0,,
906,Onsitego,,,Sales & Services,It offers post-purchase services through a network of brand authorised service centres throughout the country,Mahipal,Zodius Growth Fund,19000000.0,Series B,
907,Genius Corner,2014.0,Noida,Edtech,Framework to enable personalised learning using artificial intelligence (AI) and machine learning (ML).,"Vishal Khatter, Dheeraj Khatter, Dipak Varshney","Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats",250000.0,,
908,PlanetSpark,2016.0,Gurugram,Edtech,Provides neighbourhood learning zones where children learn and develop 'new-age' skills under one roof,"Maneesh Dhooper, Kunal Malik","Indian Angel Network, Lead Angels, Hyderabad Angels",448500.0,,
909,CamCom,2017.0,Bangalore,AI & Deep learning,AI automation platform for enterprise quality control,"Ajith Nayar, Umesh, Mahesh Subramanian","Triton Investment Advisors,",,,
910,Simsim,,Bangalore,Social Commerce,It enables community opinion influencers to sell products to thousands of micro-communities in India,Amit Bagaria,"Accel Partners, Shunwei Capital, Good Capital",8000000.0,Series B,
911,Shuttl,2015.0,Delhi,Transport,App based bus aggregator serice,"Amit Singh, Deepanshu Malviya",SIG Global India Fund,7975700.0,Series C,
912,HooLiv,,Delhi,Housing & Rentals,Student Co-living startup,"Chinmoy Mishra, Gaurav Vij, and Abhishek Verma",Kolte-Patil Family Office,,,
913,ClassMonitor,,Indore,Edtech,The learning platform that blends curriculum-based activities for children,"Vijeet Pandey, Vikas Rishishwar",Ashwin Khorana,,,
914,Friyey,,Pune,Co-working,Co working space startup,Yogesh Thore,Tarun Bhalla,,,
915,Oga,,Bangalore,Fitness,Provides interactive fitness experience to people across the world,Ashish Rawat,Inflection Point Ventures,330000.0,,
916,Big Basket,,Bangalore,Estore,Online grocery store,"Abhinay Choudhari, Hari Menon, Vipul Parekh, VS Sudhakar",Trifecta Capital,3500000.0,,
917,CYFIRMA,,Bangalore,SaaS,Offer cybersecurity services,Ritesh Kumar,Z3 Partners,,Series A,
918,Innoviti,,Bangalore,,Digital payments solutions company,Rajeev Agrawal,FMO,5000000.0,,
919,Paytm money,2010.0,Bangalore,Fintech,Wealth Management,Vijay Shekhar Sharma,One97 Communications,5600000.0,,
920,Vedantu,,Bangalore,Edtech,Onine learning platform,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",GGV Capital,24000000.0,Series C,
921,Yap,,Chennai,Fintech,Banking and payment products-focused API platform,"Madhusudanan R, Muthukumar and Prabhu","Amrish Rau, Kunal Shah, Jitendra Gupta",1402000.0,,
922,Clover,,Bangalore,Agritech,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,"Avinash BR, Gururaj Rao, Arvind Murali, Santhosh Narasipura","Omnivore, Accel Partners, Mayfield",5500000.0,Series A,
923,Nova Credit,,,Fintech,Cross-border consumer credit startup,Nicky Goulimis,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst.",50000000.0,Series B,
924,CodingNinjas,2016.0,Delhi,Edtech,Online learning platform,"Singla, Kannu Mittal, Dhawal Parate",Info Edge Ltd,5200000.0,Series A,
925,Furlenco,2011.0,Bangalore,Ecommerce,Furniture rental startup,Ajith Mohan Karimpana,Chowdry Associates,2200000.0,Series C,
926,Brick&Bolt,2018.0,Bangalore,,Operates in the residential construction space,"Jayesh Rajpurohit, Arpit Rajpurohit",Surge,1500000.0,Pre series A,
927,HempStreet,2019.0,,Healthtech,Manufacturer of ayurvedic medicines based on cannabis,Abhishek Mohan,Pharmacon Holdings,1000000.0,Pre series A,
